coco_id,filepath,caption,total_score,detection_score,edge_score,caption_score,num_objects,num_categories,spread_score,edge_density,dense_caption
105335,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000105335.jpg,"A bowl of stew in a white bowl, being held by a person.",0.9082,0.95,1,0.6533,11,4,1,0.0242,"A bowl of stew in a white dish is being held by a person, with pieces of vegetables and meat visible in a warm broth. The stew contains colorful ingredients such as carrots, potatoes, and chunks of protein. The close-up framing focuses on the food while the person’s hand and background remain secondary. The scene suggests a freshly served homemade or restaurant dish being presented for eating."
117719,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000117719.jpg,A man sits at a bar in front of dozens of bottles of alcohol.,0.9079,0.8724,1,0.8267,19,4,1,0.0956,"A man stands behind a warmly lit bar surrounded by dozens of bottles of alcohol arranged on shelves. The bar interior features dark wood, glowing lights, glassware, and a cozy pub-like atmosphere. The bartender or customer is partly silhouetted against the illuminated bottles, creating a dramatic contrast. The scene emphasizes the richness of the bar setting, the variety of drinks, and the warm evening ambiance."
82085,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000082085.jpg,A brightly colored train is stopped on the tracks to let passengers on.,0.9075,0.8299,1,0.92,12,2,1,0.132,"A brightly colored passenger train is stopped on railway tracks beside a platform, allowing passengers to board or exit. The train has yellow, blue, and red sections, and people stand nearby along the track area. Buildings, vegetation, and station infrastructure surround the scene. The image captures a travel moment in an outdoor railway environment, with the long train extending diagonally into the background."
70048,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000070048.jpg,"A glass of wine sits next to a bowl of soup, salad, and a plate with a sandwich.",0.9073,0.9125,1,0.7333,6,5,1,0.0944,"A restaurant meal is arranged on a table, including a glass of wine, a bowl of soup, a green salad, and a sandwich served on a round bread roll. Condiments, utensils, napkins, and additional dining items sit nearby. The overhead view emphasizes the variety and balance of the meal, combining drink, soup, vegetables, and bread. The scene suggests a casual lunch in a café or restaurant."
3845,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000003845.jpg,A dinner plate that has white steamed rice with stir fry vegetables and chicken.,0.9071,0.9891,1,0.56,12,6,0.9563,0.0867,"A large dinner plate holds a mound of white steamed rice next to stir-fried vegetables and pieces of chicken in a colorful sauce. The food is arranged on a patterned plate and viewed from above on a wooden table. The bright vegetables and sauce contrast with the plain rice, creating a hearty restaurant-style entrée. The image focuses on the meal presentation and the mix of textures and colors."
92939,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000092939.jpg,a man and female standing side by side with a cake cutter in their hand,0.9067,0.9705,1,0.6,14,6,1,0.0811,"A smiling man and woman stand side by side beside a small decorated cake, holding a cake knife together. The woman wears a light-colored strapless dress and the man wears a white shirt, suggesting a wedding, anniversary, or celebratory event. Palm trees and outdoor lighting are visible in the background. The scene captures a joyful couple preparing to cut a cake during a special occasion."
1268,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000001268.jpg,A waterway under a bridge with people sitting down and a woman taking a photo.,0.9066,0.9109,1,0.7333,11,6,1,0.0827,"People sit and relax under a large bridge beside a waterfront, with sunlight reflecting brightly off the water. A woman stands in the foreground taking a photograph, while several people sit along the edge facing the river. The bridge structure forms a strong curved frame overhead, and the far bank is visible in the distance. The scene combines urban architecture, leisure, photography, and a scenic waterside view."
33221,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000033221.jpg,Two women at a beach with tennis rackets in their hands and one girl looking very excited with her tennis racket in the air. ,0.9062,0.91,1,0.7333,18,5,1,0.1175,"Two women stand on a sandy beach holding tennis rackets while people walk nearby in the background. One woman raises her racket enthusiastically above her head, while the other stands beside her wearing a hood or scarf. The beach, distant hills, flags, and open sky create an outdoor recreational setting. The scene feels playful and energetic, as if the women are posing or celebrating during a beach tennis activity."
68409,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000068409.jpg,School boys sit cross legged in front of a chalkboard sign in a vintage black and white photo.,0.9058,0.85,1,0.8667,16,2,1,0.1356,"A vintage black-and-white photograph shows a group of schoolboys sitting cross-legged in a row in front of a chalkboard sign. The boys wear similar school uniforms and pose formally for the camera outdoors. Trees and a simple background are visible behind them. The image has an archival quality, suggesting an old class portrait or school record, with the chalkboard likely identifying the group or date."
78170,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000078170.jpg,"PASSENGER TRAIN IN THE NIGHT HOURS WITH NO SMOKING SIGN, AND TWO WOMEN",0.904,1,1,0.52,10,6,1,0.0545,"A black-and-white nighttime image shows passengers visible through the windows of a train car. A no-smoking sign and interior lights can be seen inside, while reflections and shadows create a dramatic atmosphere. Two women or passengers are visible near separate windows, framed by the train exterior. The scene captures quiet travel during night hours, emphasizing contrast, motion, and the separation between observer and passengers."
62554,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000062554.jpg,a plate of broccoli on a table next to some other plates of food ,0.9035,0.8625,1,0.8267,6,4,1,0.0554,"A plate or bowl of broccoli sits on a table next to other plates of food, including pasta or noodles and additional dishes in the background. The broccoli is bright green and placed prominently in the foreground, while the other foods are slightly out of focus. The close-up restaurant setting emphasizes a meal with vegetables and shared dishes. The scene highlights color contrast, texture, and tabletop dining."
58539,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000058539.jpg,"A man in a red hat, suit, and blue striped tie walks past two other men on a street.",0.9017,0.9,1,0.7333,11,3,1,0.0679,"A man wearing a bright red hat, dark suit, and blue striped tie walks along a city street while other men and pedestrians stand nearby. Cars, buildings, and urban activity fill the background. The red hat makes the man stand out clearly from the crowd, and his formal clothing suggests an event or distinctive personal style. The scene captures a candid street moment in a busy metropolitan environment."
46031,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000046031.jpg,A small tablet computer next to a larger monitor and keyboard.,0.9016,0.9117,1,0.7067,6,5,1,0.0952,"A laptop computer sits on a small desk beside a larger external monitor, keyboard, mouse, speakers, and other electronic devices. The laptop and monitor display green leaf or plant imagery, creating a matching visual theme across the screens. The desk is placed near a window with curtains, and the surrounding devices suggest a compact home office or media workstation. The scene emphasizes a dual-screen computer setup."
9891,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000009891.jpg,The man is loading luggage suitcases onto the cart in the parking lot. ,0.9015,0.9352,1,0.6533,13,5,0.9694,0.0958,"A man loads luggage and suitcases onto a metal cart in a parking lot filled with vehicles. He bends over while handling the bags beside a parked car, suggesting travel, airport transport, or hotel arrival. Other cars and a parking garage or covered structure are visible around him. The scene captures a practical moment of organizing baggage before or after a trip."
37777,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000037777.jpg,The dining table near the kitchen has a bowl of fruit on it.,0.9011,0.8751,1,0.7867,14,8,0.9091,0.0246,"A bright open kitchen and dining area features wooden cabinets, white appliances, tiled flooring, and a small table with a bowl of fruit on top. Sunlight enters through windows and illuminates the clean interior. The kitchen includes counters, a refrigerator, stove, and cabinets arranged along the walls. The scene presents a simple, tidy residential space with a welcoming dining corner and fresh fruit centerpiece."
65350,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000065350.jpg,"Two young people are skateboarding on the ramp, trying to pull off tricks.",0.9004,0.9328,1,0.6533,15,5,1,0.0786,"Two young people are skateboarding on a skate park ramp while attempting tricks. One skater lies or slides on the ramp with a skateboard nearby, while another stands or moves close by. Other people and bicycles are visible in the background near concrete walls. The scene captures action, balance, and possible falls within an urban recreational environment focused on skateboarding practice."
48396,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000048396.jpg,A woman in a tan sweater holding a knife by a young boy in a plaid shirt.,0.9003,0.9562,1,0.6,7,6,1,0.0708,"A woman wearing a tan or light-colored sweater stands beside a young boy in a plaid shirt near a table with cups and food items. The woman holds a knife, possibly preparing to cut or serve something. Both subjects face the camera in an indoor setting with a red wall and doorway behind them. The scene suggests a casual family gathering, meal preparation, or small celebration."
117908,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000117908.jpg,A man looking in the refrigerator with a cat also looking inside ,0.9002,0.95,1,0.6133,9,4,1,0.0439,"A man bends over and looks inside an open refrigerator while a cat stands nearby also peering into the fridge. Food, bottles, and containers are visible on the refrigerator shelves, and the cat appears curious about the contents. The warm indoor lighting and humorous interaction create a domestic kitchen moment. The scene emphasizes both human and pet interest in searching for food."
97994,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000097994.jpg,Three laptop computers and a desktop computer sit next to each other.,0.8992,0.8885,1,0.7467,20,8,1,0.0574,"Three laptop computers and a desktop workstation are arranged together on a desk in a compact home office or technical workspace. Several screens, keyboards, cables, and electronic accessories fill the tabletop, suggesting multitasking or computer-intensive work. A microphone or lamp stands near the setup, and the window behind the desk provides soft light. The scene emphasizes a dense, technology-focused workstation."
30785,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000030785.jpg,A plate filled with a bowl of vegetables and two slices of bread with a spread on them.,0.8992,0.8945,1,0.7333,10,4,0.7782,0.0888,"A plate holds a healthy meal consisting of a bowl of green vegetables, slices of bread topped with a spread, and additional fresh ingredients. The food is arranged neatly on a wooden table, with the bowl and bread sharing the plate. The overhead view emphasizes the textures of the vegetables, seeds, and spread. The scene suggests a light vegetarian meal or carefully prepared snack."
76547,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000076547.jpg,a male in a white shirt a bicycle and an orange and white train,0.8988,0.9706,1,0.56,13,10,1,0.1341,"A man wearing a light-colored shirt sits at a table on a railway station platform near a parked bicycle. An orange and white passenger train is stopped alongside the platform, while overhead signs, metal beams, and station infrastructure extend into the background. The scene captures a quiet travel moment, with the seated traveler appearing to wait for transportation while enjoying a calm view of the train tracks and station surroundings."
116362,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000116362.jpg,A small bowl filled with chopped vegetables and spoon,0.8987,1,1,0.4933,8,5,1,0.0372,"A bowl filled with chopped fruit pieces sits on a wooden table with a spoon resting inside. The food appears freshly prepared, with colorful slices arranged casually in the bowl. The photograph is taken from above, focusing closely on the meal while leaving the surrounding environment mostly out of frame. Warm lighting and soft colors create a simple, inviting scene centered on healthy food and casual dining."
22371,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000022371.jpg,A man in thought sitting in front of a laptop with a pen in his hand. ,0.8987,0.775,1,1,4,4,1,0.0318,"A businessman sits at a desk in front of an open laptop computer while holding a pen and resting his head on one hand. He appears thoughtful and focused, possibly reviewing information or planning a project. The clean office setting includes a desk surface and professional attire, reinforcing a workplace atmosphere. The image conveys concentration, decision-making, and the everyday responsibilities associated with office and business work."
69224,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000069224.jpg,A man and woman eating doughnuts out of a box at a coffee shop.,0.8978,0.9685,1,0.56,13,5,1,0.0485,"A man and woman sit together at a table inside a café or coffee shop while sharing food from a box. Drinks, containers, and personal belongings are spread across the table. The pair appear engaged in conversation as they eat, creating a friendly and relaxed atmosphere. Reflections from nearby windows and indoor lighting contribute to the casual dining environment, emphasizing companionship and an enjoyable meal together."
16249,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000016249.jpg,It sure is a beautiful day to sit outside and read the paper.,0.8973,0.9258,1,0.6533,11,4,1,0.0815,"An older man sits outdoors on a bench reading a newspaper while enjoying a pleasant day in a public area. Several other people sit or stand nearby, creating a relaxed community setting. Sunlight illuminates the scene, and the man appears absorbed in reading while the activity around him continues. The image captures a quiet moment of leisure, highlighting everyday routines and social life in an outdoor urban environment."
85157,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000085157.jpg,A group of people sitting around a table have a meal and a drink.,0.8972,0.9671,1,0.56,21,7,1,0.1286,"A group of people sit around a restaurant table sharing food and drinks. Plates, glasses, and table settings fill the dining area while the diners converse with one another. The gathering appears social and informal, with participants enjoying a meal together in a warm indoor setting. The arrangement of people around the table emphasizes interaction, friendship, and the communal experience of dining in a restaurant."
20571,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000020571.jpg,A tugboat sits beside a ferry on placid water with a mountain in the distance.,0.8965,0.8293,1,0.8667,12,3,1,0.1347,"Several fishing boats are docked beside a harbor on calm water, with hills or mountains visible in the distance. Ropes, masts, and harbor equipment line the waterfront while the boats rest quietly along the dock. The scene reflects a working maritime environment and highlights the relationship between the vessels and the surrounding landscape. The calm water and distant scenery contribute to a peaceful coastal atmosphere."
84362,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000084362.jpg,A toddler and cat are in a living room with open curtains.,0.896,1,1,0.48,8,7,1,0.0787,"A toddler and a cat occupy a cozy living room illuminated by daylight coming through large windows with open curtains. Sofas and chairs surround the room, while the child sits or plays near the center of the space. The cat relaxes nearby, contributing to the domestic atmosphere. The scene captures a quiet family moment indoors, emphasizing comfort, companionship, and the warmth of a lived-in home environment."
62808,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000062808.jpg,Man photographing a fresh pizza his tired buddy just wants to eat,0.896,1,1,0.48,14,7,1,0.1035,"A freshly baked pizza sits on a table in a restaurant while one man photographs it with a camera or phone. Another man sits nearby waiting to eat, looking toward the meal. Plates and dining items surround the pizza, suggesting the meal is about to begin. The image combines food photography and casual dining, capturing anticipation and enjoyment associated with sharing a restaurant meal."
106235,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000106235.jpg,A living room featuring a comfortable seating arrangement of chairs and tables.,0.896,1,1,0.48,10,5,1,0.0343,"A comfortable living room features sofas, armchairs, lamps, and a coffee table arranged around a central seating area. Warm lighting and decorative furnishings create a welcoming atmosphere. The room appears carefully organized for relaxation and conversation, with furniture positioned to encourage social interaction. Soft colors and household decorations contribute to the sense of comfort, making the space feel inviting and suitable for family gatherings."
117425,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000117425.jpg,A young boy with a spoon looking at a birthday cupcake.,0.895,0.9562,1,0.5733,7,5,1,0.057,"A young child sits at a wooden table while looking closely at a small birthday cupcake decorated with a candle. The toddler appears curious and fascinated by the treat positioned directly in front of them. An adult stands nearby, partially visible, supervising the moment. Warm indoor lighting and the simple table setting create a personal family scene that captures childhood excitement and celebration."
100624,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000100624.jpg,A girl is standing by a storefront while talking on her phone.,0.8941,0.9364,1,0.6133,9,4,1,0.0423,"A young woman stands on a city sidewalk at night while talking on her mobile phone. Storefront windows, streetlights, and blurred city lights illuminate the background, creating an urban evening atmosphere. She appears focused on her conversation while standing near a shop entrance. The image highlights modern city life, communication, and the contrast between the brightly lit commercial surroundings and the darker street environment."
24243,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000024243.jpg,"Two ladies seated with cups of drinks, one smoking while the other seated inside a fridge",0.8941,0.8239,1,0.8667,19,3,1,0.0855,"Two women sit near a storefront or street-side seating area while holding drinks. One woman smokes a cigarette while the other sits inside a display-like enclosure resembling a refrigerator or booth. The unusual arrangement creates an eye-catching urban scene. Pedestrians and city elements appear in the background, while the women relax and converse, suggesting a casual break within a busy public environment."
31296,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000031296.jpg,"A group of people, some in leftover US army clothing, sit at tables in a large dining room.",0.8938,0.8826,1,0.7333,53,8,1,0.1098,"A large group of people gather around tables inside a spacious dining room decorated with military memorabilia and clothing. The diners appear engaged in conversation while sharing food and drinks. Wooden floors, warm lighting, and the arrangement of tables create a communal atmosphere. The image emphasizes social interaction, group dining, and the lively environment of a restaurant or event space where many guests are gathered together."
40083,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000040083.jpg,a vintage photo of some people sitting under an umbrella ,0.8925,0.9685,1,0.5333,11,6,0.9724,0.1619,"This black-and-white photograph shows several people seated beneath a large umbrella beside a street or outdoor market area. Tables, chairs, and nearby structures suggest a casual public gathering place. The monochrome presentation gives the image a vintage appearance, emphasizing everyday social activity and street life. The people appear relaxed as they converse or rest under the shade provided by the umbrella."
36936,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000036936.jpg,A man and woman sitting on a couch playing a video game.,0.8924,0.9327,1,0.6133,22,9,1,0.0774,"A man and woman sit together on a couch in a living room while playing a video game. A television displays the game in front of them, and snacks or drinks are visible on nearby tables. The indoor setting feels comfortable and informal, with warm lighting and home furnishings surrounding the players. The image captures leisure, entertainment, and shared recreational activities within a domestic environment."
18150,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000018150.jpg,A man with a receding hairline offers a slice of pizza to a toddler.,0.8923,0.9562,1,0.56,7,5,1,0.0626,"A man with a receding hairline offers a slice of pizza to a young child seated nearby. The pair appear engaged in a friendly interaction, with the child focusing on the food being presented. The indoor setting suggests a casual family meal or gathering. The photograph highlights caregiving, family relationships, and the simple enjoyment of sharing food between adults and children."
115870,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000115870.jpg,Some people hanging around in a living room with a big couch.,0.8914,0.9898,1,0.48,15,6,1,0.1228,"Several people relax in a spacious living room centered around a large couch and coffee table. Some sit while others stand and converse near large windows that bring natural light into the room. Household decorations and comfortable furniture create a welcoming atmosphere. The scene captures a family or social gathering, emphasizing conversation, relaxation, and the use of shared living spaces for spending time together."
32901,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000032901.jpg,Four men are standing together behind a group of red chairs.,0.8909,0.9471,1,0.5733,21,7,1,0.0848,"Four men stand together behind a row of red chairs in an indoor event or meeting room. They smile toward the camera and appear dressed in semi-formal attire, suggesting a gathering, celebration, or professional occasion. The composition resembles a group portrait, with the individuals positioned closely together. The image emphasizes friendship, camaraderie, and the social connections formed through shared events and activities."
25560,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000025560.jpg,A cat perches on top of an entertainment center in front of a TV.,0.8907,0.775,1,0.96,4,4,1,0.0384,"A cat perches on top of an entertainment center directly in front of a television screen. The television displays a person on screen, while the cat appears more interested in the elevated resting spot than the program itself. Household electronics and furniture surround the scene. The image humorously combines pets and technology, highlighting a common domestic situation in which animals occupy unexpected places within the home."
115245,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000115245.jpg,Several suitcases on wheels leaning up against one long table with chairs.,0.8902,0.9278,1,0.6133,16,5,1,0.0632,"Several suitcases of different sizes stand upright beside a long table and a row of chairs in what appears to be a waiting area or meeting room. The luggage is grouped together on a polished wooden floor, suggesting recent travel, arrival, or preparation for departure. Bags, backpacks, and rolling suitcases occupy much of the foreground while the surrounding furniture and open space provide context. The scene emphasizes transportation, travel logistics, and personal belongings gathered in a shared indoor environment."
5001,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000005001.jpg,A group of people holding a large pair of scissors to a ribbon.,0.8899,0.9094,1,0.6533,18,4,1,0.1178,"A crowd of adults and children gather around a ceremonial ribbon-cutting event. Several people smile and pose while a large pair of scissors is used to cut a ribbon stretched across the foreground. Balloons, cameras, and excited expressions contribute to the celebratory atmosphere. The gathering appears to mark the opening of a new business, community space, or public event. The image highlights community participation, celebration, and a memorable public occasion."
3934,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000003934.jpg,A young girl in the foreground and a woman in a bridal dress and other adults in the background. ,0.8897,0.9326,1,0.6,14,5,1,0.09,"A young girl wearing a light-colored dress stands in the foreground of a living room while adults gather in the background. Motion blur gives the impression of movement and activity throughout the room. Furniture, decorations, and warm indoor lighting create a family-oriented atmosphere. The scene appears candid, capturing everyday life or a special gathering within a home. The image emphasizes family interaction, childhood energy, and informal domestic moments."
91500,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000091500.jpg,Two kids hanging out playing video games on folding chairs.,0.8894,0.9617,1,0.5333,18,9,1,0.0631,"Two young men sit on folding chairs while playing a video game together indoors. Each player holds a game controller and focuses on an off-camera television or display. The room contains tables, chairs, and household furnishings that suggest a casual social gathering. Their relaxed posture and concentration indicate friendly competition and entertainment. The scene captures recreational gaming, friendship, and the shared enjoyment of digital entertainment in a home setting."
82696,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000082696.jpg,a white and black bird is walking by a table and some chairs,0.8889,0.9665,1,0.52,12,5,1,0.0835,"A white and black bird walks across the floor of an indoor dining area filled with tables and chairs. The bird moves freely between the furniture, creating an unusual contrast between wildlife and a human-designed environment. Empty chairs and table arrangements suggest a cafeteria, restaurant, or food court. The image highlights an unexpected encounter between nature and everyday indoor spaces, drawing attention to the bird’s presence."
25986,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000025986.jpg,"Food is on the counter including a glass of water, rice, vegetables, and more",0.8883,0.8881,1,0.6933,18,5,1,0.085,"Several plates of food are arranged on a kitchen counter, including vegetables, rice, and prepared dishes ready to be served. Bowls, utensils, and drinking glasses surround the meal preparation area. The countertop is busy with ingredients and completed dishes, suggesting an active cooking session or family gathering. The image emphasizes homemade food, meal preparation, and the variety of ingredients involved in creating a shared dining experience."
17899,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000017899.jpg,Woman working with large assortment of baked goods at kitchen table.,0.888,1,1,0.44,11,9,1,0.1488,"An older woman works at a kitchen table covered with baking supplies and a large assortment of cookies or pastries. Trays of baked goods are arranged across the tabletop while ingredients and utensils remain nearby. The woman appears focused on decorating or organizing the treats. The cozy home environment and abundance of baked items suggest preparation for a celebration, holiday, or gathering. The image highlights baking, craftsmanship, and domestic creativity."
36494,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000036494.jpg,"A crowd of people sitting in a room, with a clock tower in front.",0.8879,0.8871,1,0.6933,52,9,0.9874,0.1578,"A large crowd gathers inside a spacious hall featuring an enormous illuminated clock structure mounted on the wall. People sit and stand around tables while enjoying food, drinks, and conversation. The architecture, lighting, and oversized clock create a dramatic focal point within the room. The image conveys the atmosphere of a social event, festival, or public gathering where many attendees share a communal experience in an impressive indoor venue."
24610,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000024610.jpg,There is a laptop computer in a room with a couch and a bookcase.,0.8876,0.8866,1,0.6933,16,6,1,0.048,"A quiet room contains a desk with a laptop computer, bookshelves filled with books, and a couch positioned along one wall. Warm lighting and simple furnishings create a calm, comfortable environment suitable for reading, studying, or working. The arrangement suggests a personal living space or small apartment. The image emphasizes organization, productivity, and the integration of work and leisure areas within a compact interior."
18380,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000018380.jpg,a family sitting around a long table filled with a lot of food ,0.8875,0.9042,1,0.6533,54,11,1,0.1586,"A large family gathers around a long dining table filled with food, drinks, and serving dishes. Adults and children smile toward the camera while seated closely together in a warm home environment. The table is crowded with meals prepared for sharing, creating a festive atmosphere. The image captures togetherness, family traditions, and the social importance of communal dining, emphasizing celebration and meaningful time spent with relatives."
102411,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000102411.jpg,Two people sitting on a motorcycle in the street next to a beach.,0.8869,0.8436,1,0.7867,14,4,0.9507,0.1078,"Two people sit on a motorcycle parked beside a waterfront area near a beach. The ocean, shoreline, and distant scenery provide a scenic backdrop while the riders pause along the road. Nearby pedestrians and open coastal views contribute to the relaxed atmosphere. The image combines transportation and recreation, highlighting a moment of rest and sightseeing during a ride along a scenic coastal location."
99053,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000099053.jpg,"A bowl of noodles, meat, broccoli and carrots in a sauce with a fork.",0.8865,0.9433,1,0.56,8,4,0.9732,0.076,"A bowl of noodles mixed with meat, broccoli, carrots, and vegetables sits on a table with a fork resting inside. The colorful ingredients are coated in sauce and arranged casually within the bowl. The close-up perspective focuses attention on the meal while minimizing background distractions. The image emphasizes prepared food, texture, and color, presenting an appetizing dish that reflects everyday dining and home-style cooking."
84650,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000084650.jpg,THERE IS A CAT THAT IS SITTION ON TOP OF THE SUITCASE,0.8859,0.859,1,0.7467,7,4,0.811,0.0289,"A cat rests comfortably on top of a large suitcase surrounded by luggage and travel bags. The animal appears relaxed despite sitting among items associated with movement and transportation. The scene suggests preparation for a trip or recent arrival. The contrast between the cat’s calm posture and the packed luggage creates a humorous domestic moment, highlighting the tendency of pets to occupy unexpected places within a household."
114049,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000114049.jpg,"People inside a commuter train, with their luggage and bicycles.",0.8858,0.9535,1,0.5333,16,5,1,0.1036,"Passengers stand inside a crowded train car surrounded by luggage, bicycles, and personal belongings. The narrow aisle is filled with travelers preparing for or continuing their journey. Bicycle wheels, suitcases, and overhead fixtures emphasize the transportation setting. The image captures the realities of public transit, illustrating how people share limited space while traveling with equipment and baggage in a busy transportation environment."
100723,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000100723.jpg,Crown marching in one direction in a lightly attended protest.,0.8842,0.95,1,0.5333,18,4,1,0.1518,"A group of protesters march through a public street carrying signs and banners while moving together in the same direction. Participants of different ages fill the scene, creating a visible demonstration of collective action. The signs suggest support for a social or political cause, while the crowd’s movement conveys energy and purpose. The image highlights civic engagement, public expression, and organized participation in a community protest."
40471,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000040471.jpg,A painted white kitchen with a refrigerator and an automatic dish washer next to an oven stove.,0.8842,0.8611,1,0.7333,20,11,0.985,0.0863,"A clean white kitchen contains a refrigerator, oven, dishwasher, cabinets, and countertops arranged in a practical layout. Bright lighting reflects off the appliances and tiled surfaces, creating an organized and modern appearance. The room appears ready for cooking and daily household use. The image emphasizes interior design, functionality, and the role of appliances in creating an efficient and comfortable residential kitchen environment."
100238,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000100238.jpg,A family standing next to each other while holding frisbees.,0.8842,0.95,1,0.5333,10,4,1,0.114,"A family stands outdoors together while holding colorful frisbees. Adults and children pose side by side in a grassy area, appearing relaxed and cheerful. The open environment suggests a park, recreational field, or family gathering. Their casual clothing and outdoor setting contribute to a friendly atmosphere. The image highlights family recreation, outdoor activities, and shared leisure time centered around simple games and social interaction."
39484,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000039484.jpg,A street full of cars that are driving and parked and a group of people sitting outside eating.,0.8839,0.8605,1,0.7333,36,6,1,0.1218,"Cars move along a city street lined with buildings, storefronts, and restaurants. Some people sit outside dining establishments while traffic passes through the urban area. Signs, parked vehicles, and commercial activity contribute to a lively downtown atmosphere. The image captures the interaction between transportation, business, and pedestrian life, illustrating the energy and diversity of a busy city environment."
13729,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000013729.jpg,A group of people playing with a Wii in the living room. ,0.8836,0.9724,1,0.48,11,6,1,0.0804,"Several people stand in a living room while playing a Nintendo Wii video game. Participants face a television and appear engaged in the activity, moving their bodies as part of the gameplay. Household furniture, decorations, and open floor space provide room for interaction. The image emphasizes family entertainment, social gaming, and the enjoyment of active indoor recreation shared among friends or relatives."
80340,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000080340.jpg,a small child wearing a tie and holding a suitcase with other people in the background,0.8829,0.9176,1,0.6,20,7,1,0.1426,"A small child wearing a dress shirt, tie, and formal clothing stands on a sidewalk holding a rolling suitcase. Adults and other people gather nearby in the background, suggesting a family event, celebration, or travel occasion. The child’s serious posture contrasts with the oversized luggage, creating a charming scene. The image highlights childhood, travel, and special occasions that bring families and communities together."
38829,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000038829.jpg,Two boys riding on a single bicycle on a city street ,0.8821,0.9277,1,0.5733,12,4,1,0.1305,"Two people ride together through a busy city street on a single bicycle while surrounded by scooters, motorcycles, and other commuters. Urban storefronts, signs, and passing vehicles create a lively transportation scene. The riders appear relaxed as they navigate traffic alongside other travelers. The image captures everyday mobility in a dense urban environment, highlighting alternative forms of transportation and the interaction between cyclists, motorized vehicles, and pedestrians in a bustling city setting."
